,esp,fecha,nota,legajo,materia,nombre_de_,ingr,Carrera,Recibido
14543,118,19-Dec-05,5,13049,7,Economía General y de la Empresa,2005.0,Indeterminado,Ndeah
14545,118,21-Dec-06,6,13049,8,Comercialización,2005.0,Indeterminado,Ndeah
14546,118,18-Jul-06,7,13049,9,Administración de Empresas,2005.0,Indeterminado,Ndeah
14547,118,21-Jul-06,9,13049,10,Tas.y Venta Bienes Mueb.Inm.Semovientes.Bienes Tecnol. y Esp.,2005.0,Indeterminado,Ndeah
14548,118,13-Dec-06,8,13049,11,"Técnicas de Subasta, Remate y Corretaje",2005.0,Indeterminado,Ndeah
14550,118,01-Aug-05,7,13049,12,Concepto de Derecho y Derecho Constitucional,2005.0,Indeterminado,Ndeah
14551,118,05-Dec-05,2,13049,13,Derecho Civil,2005.0,Indeterminado,Ndeah
14553,118,19-Dec-05,7,13049,13,Derecho Civil,2005.0,Indeterminado,Ndeah
14554,118,17-Jul-06,7,13049,14,Derecho Comercial,2005.0,Indeterminado,Ndeah
14555,118,11-Dec-06,8,13049,15,Derecho Internacional Público y Privado,2005.0,Indeterminado,Ndeah
14556,118,18-Dec-06,9,13049,16,Derecho Procesal y Práctica Registral,2005.0,Indeterminado,Ndeah
14557,118,21-Dec-06,9,13049,17,"Impuestos, Tasas y Gravámenes(Seminario)",2005.0,Indeterminado,Ndeah
14558,118,19-Dec-06,9,13049,18,Ética y Ejercicio Profesional(Seminario),2005.0,Indeterminado,Ndeah
14559,118,14-Dec-06,9,13049,19,Informática Aplicada(Taller),2005.0,Indeterminado,Ndeah
14560,118,13-Dec-06,10,13049,20,Inglés Técnico(Taller),2005.0,Indeterminado,Ndeah
14561,118,02-Mar-07,10,13049,21,Práctica Profesional(Taller),2005.0,Indeterminado,Ndeah
14562,118,01-Dec-05,8,13051,1,Establecimientos Rurales,2005.0,Indeterminado,Ndeah
14563,118,27-Jul-05,9,13051,2,"Suelos, Topografia y Planos Civiles",2005.0,Indeterminado,Ndeah
14564,118,13-Dec-05,9,13051,3,Construcciones Civiles,2005.0,Indeterminado,Ndeah
14565,118,25-Jul-05,9,13051,4,Establecimientos Industriales,2005.0,Indeterminado,Ndeah
14566,118,21-Dec-05,7,13051,5,Principios y Materiales Constructivos Industriales,2005.0,Indeterminado,Ndeah
14567,118,01-Dec-05,2,13051,6,Matemática Financiera y Estadística Aplicada,2005.0,Indeterminado,Ndeah
14569,118,22-Dec-05,6,13051,6,Matemática Financiera y Estadística Aplicada,2005.0,Indeterminado,Ndeah
14570,118,19-Dec-05,5,13051,7,Economía General y de la Empresa,2005.0,Indeterminado,Ndeah
14571,118,14-Dec-06,8,13051,8,Comercialización,2005.0,Indeterminado,Ndeah
14572,118,18-Jul-06,7,13051,9,Administración de Empresas,2005.0,Indeterminado,Ndeah
14573,118,21-Jul-06,5,13051,10,Tas.y Venta Bienes Mueb.Inm.Semovientes.Bienes Tecnol. y Esp.,2005.0,Indeterminado,Ndeah
14574,118,13-Dec-06,9,13051,11,"Técnicas de Subasta, Remate y Corretaje",2005.0,Indeterminado,Ndeah
14575,118,25-Jul-05,10,13051,12,Concepto de Derecho y Derecho Constitucional,2005.0,Indeterminado,Ndeah
14576,118,05-Dec-05,7,13051,13,Derecho Civil,2005.0,Indeterminado,Ndeah
14577,118,17-Jul-06,8,13051,14,Derecho Comercial,2005.0,Indeterminado,Ndeah
14578,118,18-Dec-06,7,13051,15,Derecho Internacional Público y Privado,2005.0,Indeterminado,Ndeah
14579,118,18-Dec-06,9,13051,16,Derecho Procesal y Práctica Registral,2005.0,Indeterminado,Ndeah
14580,118,21-Dec-06,7,13051,17,"Impuestos, Tasas y Gravámenes(Seminario)",2005.0,Indeterminado,Ndeah
14581,118,19-Dec-06,9,13051,18,Ética y Ejercicio Profesional(Seminario),2005.0,Indeterminado,Ndeah
14582,118,14-Dec-06,9,13051,19,Informática Aplicada(Taller),2005.0,Indeterminado,Ndeah
14583,118,13-Dec-06,7,13051,20,Inglés Técnico(Taller),2005.0,Indeterminado,Ndeah
14584,118,19-Feb-07,9,13051,21,Práctica Profesional(Taller),2005.0,Indeterminado,Ndeah
14586,118,22-Dec-05,8,13058,1,Establecimientos Rurales,2005.0,Indeterminado,Ndeah
14587,118,03-Aug-05,9,13058,2,"Suelos, Topografia y Planos Civiles",2005.0,Indeterminado,Ndeah
14588,118,13-Dec-05,5,13058,3,Construcciones Civiles,2005.0,Indeterminado,Ndeah
14589,118,01-Aug-05,8,13058,4,Establecimientos Industriales,2005.0,Indeterminado,Ndeah
14590,118,21-Dec-05,7,13058,5,Principios y Materiales Constructivos Industriales,2005.0,Indeterminado,Ndeah
14592,118,22-Dec-05,5,13058,6,Matemática Financiera y Estadística Aplicada,2005.0,Indeterminado,Ndeah
14593,118,12-Dec-05,6,13058,7,Economía General y de la Empresa,2005.0,Indeterminado,Ndeah
14594,118,21-Dec-06,7,13058,8,Comercialización,2005.0,Indeterminado,Ndeah
14595,118,19-Dec-06,9,13058,9,Administración de Empresas,2005.0,Indeterminado,Ndeah
14596,118,22-Dec-06,8,13058,10,Tas.y Venta Bienes Mueb.Inm.Semovientes.Bienes Tecnol. y Esp.,2005.0,Indeterminado,Ndeah
14597,118,04-Mar-08,7,13058,11,"Técnicas de Subasta, Remate y Corretaje",2005.0,Indeterminado,Ndeah
14598,118,01-Aug-05,7,13058,12,Concepto de Derecho y Derecho Constitucional,2005.0,Indeterminado,Ndeah
14600,118,19-Dec-05,2,13058,13,Derecho Civil,2005.0,Indeterminado,Ndeah
14601,118,18-Feb-08,9,13058,13,Derecho Civil,2005.0,Indeterminado,Ndeah
14602,118,17-Jul-06,4,13058,14,Derecho Comercial,2005.0,Indeterminado,Ndeah
14603,118,16-Jul-07,2,13058,15,Derecho Internacional Público y Privado,2005.0,Indeterminado,Ndeah
14605,118,03-Mar-08,8,13058,15,Derecho Internacional Público y Privado,2005.0,Indeterminado,Ndeah
14606,118,07-Jul-08,6,13058,16,Derecho Procesal y Práctica Registral,2005.0,Indeterminado,Ndeah
14607,118,21-Dec-06,8,13058,17,"Impuestos, Tasas y Gravámenes(Seminario)",2005.0,Indeterminado,Ndeah
14608,118,22-Apr-08,8,13058,18,Ética y Ejercicio Profesional(Seminario),2005.0,Indeterminado,Ndeah
14609,118,21-Dec-06,7,13058,19,Informática Aplicada(Taller),2005.0,Indeterminado,Ndeah
14610,118,20-Dec-06,9,13058,20,Inglés Técnico(Taller),2005.0,Indeterminado,Ndeah
14611,118,19-Dec-08,10,13058,21,Práctica Profesional(Taller),2005.0,Indeterminado,Ndeah
14660,84,20-Jul-06,2,13061,121,Introducción a la Producción Agraria,2005.0,Indeterminado,Ndeah
14662,84,16-Feb-07,7,13061,121,Introducción a la Producción Agraria,2005.0,Indeterminado,Ndeah
14663,84,26-Feb-07,6,13061,131,Contabilidad para la Administración(Plan 95 Mod.),2005.0,Indeterminado,Ndeah
14666,118,03-Aug-05,9,13062,2,"Suelos, Topografia y Planos Civiles",2005.0,Indeterminado,Ndeah
14667,118,01-Aug-05,7,13062,4,Establecimientos Industriales,2005.0,Indeterminado,Ndeah
14668,118,01-Aug-05,6,13062,12,Concepto de Derecho y Derecho Constitucional,2005.0,Indeterminado,Ndeah
14675,118,23-Feb-06,8,13064,1,Establecimientos Rurales,2005.0,Indeterminado,Ndeah
14676,118,03-Mar-06,8,13064,2,"Suelos, Topografia y Planos Civiles",2005.0,Indeterminado,Ndeah
14677,118,03-Mar-06,8,13064,3,Construcciones Civiles,2005.0,Indeterminado,Ndeah
14678,118,20-Feb-06,9,13064,4,Establecimientos Industriales,2005.0,Indeterminado,Ndeah
14679,118,28-Apr-06,8,13064,5,Principios y Materiales Constructivos Industriales,2005.0,Indeterminado,Ndeah
14680,118,21-Feb-06,2,13064,6,Matemática Financiera y Estadística Aplicada,2005.0,Indeterminado,Ndeah
14681,118,10-Aug-06,6,13064,6,Matemática Financiera y Estadística Aplicada,2005.0,Indeterminado,Ndeah
14682,118,27-Feb-06,2,13064,7,Economía General y de la Empresa,2005.0,Indeterminado,Ndeah
14683,118,24-Apr-06,6,13064,7,Economía General y de la Empresa,2005.0,Indeterminado,Ndeah
14684,118,15-Feb-07,7,13064,8,Comercialización,2005.0,Indeterminado,Ndeah
14685,118,18-Jul-06,8,13064,9,Administración de Empresas,2005.0,Indeterminado,Ndeah
14686,118,21-Jul-06,8,13064,10,Tas.y Venta Bienes Mueb.Inm.Semovientes.Bienes Tecnol. y Esp.,2005.0,Indeterminado,Ndeah
14687,118,14-Feb-07,7,13064,11,"Técnicas de Subasta, Remate y Corretaje",2005.0,Indeterminado,Ndeah
14688,118,20-Feb-06,10,13064,12,Concepto de Derecho y Derecho Constitucional,2005.0,Indeterminado,Ndeah
14689,118,27-Feb-06,10,13064,13,Derecho Civil,2005.0,Indeterminado,Ndeah
14690,118,17-Jul-06,9,13064,14,Derecho Comercial,2005.0,Indeterminado,Ndeah
14691,118,12-Feb-07,7,13064,15,Derecho Internacional Público y Privado,2005.0,Indeterminado,Ndeah
14692,118,19-Feb-07,9,13064,16,Derecho Procesal y Práctica Registral,2005.0,Indeterminado,Ndeah
14693,118,01-Mar-07,7,13064,17,"Impuestos, Tasas y Gravámenes(Seminario)",2005.0,Indeterminado,Ndeah
14694,118,20-Feb-07,9,13064,18,Ética y Ejercicio Profesional(Seminario),2005.0,Indeterminado,Ndeah
14695,118,22-Feb-07,5,13064,19,Informática Aplicada(Taller),2005.0,Indeterminado,Ndeah
14696,118,18-Jul-06,7,13064,20,Inglés Técnico(Taller),2005.0,Indeterminado,Ndeah
14697,118,26-Jun-07,9,13064,21,Práctica Profesional(Taller),2005.0,Indeterminado,Ndeah
14766,118,31-Mar-06,4,13069,1,Establecimientos Rurales,2006.0,Indeterminado,Ndeah
14767,118,25-Apr-06,4,13069,6,Matemática Financiera y Estadística Aplicada,2006.0,Indeterminado,Ndeah
14769,24,22-Jul-08,6,13070,102,Análisis Matemático I,2006.0,Indeterminado,Ndeah
14770,24,20-Dec-06,8,13070,115,Sistemas de Representación,2006.0,Indeterminado,Ndeah
14772,24,10-Aug-07,2,13070,125,Informática I,2006.0,Indeterminado,Ndeah
14773,24,07-Mar-08,6,13070,125,Informática I,2006.0,Indeterminado,Ndeah
14779,118,31-Mar-06,4,13075,1,Establecimientos Rurales,2006.0,Indeterminado,Ndeah
14780,118,25-Apr-06,4,13075,6,Matemática Financiera y Estadística Aplicada,2006.0,Indeterminado,Ndeah
15126,118,14-Dec-06,9,13097,1,Establecimientos Rurales,2006.0,Indeterminado,Ndeah
15127,118,21-Jul-06,5,13097,2,"Suelos, Topografia y Planos Civiles",2006.0,Indeterminado,Ndeah
15128,118,15-Dec-06,6,13097,3,Construcciones Civiles,2006.0,Indeterminado,Ndeah
15129,118,17-Jul-06,7,13097,4,Establecimientos Industriales,2006.0,Indeterminado,Ndeah
15130,118,22-Dec-06,7,13097,5,Principios y Materiales Constructivos Industriales,2006.0,Indeterminado,Ndeah
15131,118,13-Feb-07,2,13097,6,Matemática Financiera y Estadística Aplicada,2006.0,Indeterminado,Ndeah
15132,118,27-Feb-07,4,13097,6,Matemática Financiera y Estadística Aplicada,2006.0,Indeterminado,Ndeah
15133,118,18-Dec-06,4,13097,7,Economía General y de la Empresa,2006.0,Indeterminado,Ndeah
15134,118,20-Dec-07,5,13097,8,Comercialización,2006.0,Indeterminado,Ndeah
15135,118,11-Jul-07,8,13097,9,Administración de Empresas,2006.0,Indeterminado,Ndeah
15136,118,13-Jul-07,6,13097,10,Tas.y Venta Bienes Mueb.Inm.Semovientes.Bienes Tecnol. y Esp.,2006.0,Indeterminado,Ndeah
15137,118,18-Dec-07,7,13097,11,"Técnicas de Subasta, Remate y Corretaje",2006.0,Indeterminado,Ndeah
15138,118,17-Jul-06,7,13097,12,Concepto de Derecho y Derecho Constitucional,2006.0,Indeterminado,Ndeah
15139,118,11-Dec-06,8,13097,13,Derecho Civil,2006.0,Indeterminado,Ndeah
15140,118,10-Jul-07,5,13097,14,Derecho Comercial,2006.0,Indeterminado,Ndeah
15141,118,17-Dec-07,7,13097,15,Derecho Internacional Público y Privado,2006.0,Indeterminado,Ndeah
15142,118,07-Jul-08,7,13097,16,Derecho Procesal y Práctica Registral,2006.0,Indeterminado,Ndeah
15143,118,20-Dec-07,7,13097,17,"Impuestos, Tasas y Gravámenes(Seminario)",2006.0,Indeterminado,Ndeah
15144,118,08-Jul-08,8,13097,18,Ética y Ejercicio Profesional(Seminario),2006.0,Indeterminado,Ndeah
15145,118,13-Dec-07,7,13097,19,Informática Aplicada(Taller),2006.0,Indeterminado,Ndeah
15146,118,12-Dec-07,7,13097,20,Inglés Técnico(Taller),2006.0,Indeterminado,Ndeah
15147,118,19-Dec-08,10,13097,21,Práctica Profesional(Taller),2006.0,Indeterminado,Ndeah
15174,118,21-Jul-06,8,13104,2,"Suelos, Topografia y Planos Civiles",2006.0,Indeterminado,Ndeah
15175,118,17-Jul-06,7,13104,4,Establecimientos Industriales,2006.0,Indeterminado,Ndeah
15176,118,17-Jul-06,8,13104,12,Concepto de Derecho y Derecho Constitucional,2006.0,Indeterminado,Ndeah
15177,118,15-Feb-07,6,13106,1,Establecimientos Rurales,2006.0,Indeterminado,Ndeah
15178,118,21-Jul-06,8,13106,2,"Suelos, Topografia y Planos Civiles",2006.0,Indeterminado,Ndeah
15179,118,16-Feb-07,5,13106,3,Construcciones Civiles,2006.0,Indeterminado,Ndeah
15180,118,17-Jul-06,7,13106,4,Establecimientos Industriales,2006.0,Indeterminado,Ndeah
15181,118,17-Jul-06,7,13106,12,Concepto de Derecho y Derecho Constitucional,2006.0,Indeterminado,Ndeah
15182,118,21-Jul-06,6,13107,2,"Suelos, Topografia y Planos Civiles",2006.0,Indeterminado,Ndeah
15183,118,17-Jul-06,7,13107,4,Establecimientos Industriales,2006.0,Indeterminado,Ndeah
15184,118,17-Jul-06,7,13107,12,Concepto de Derecho y Derecho Constitucional,2006.0,Indeterminado,Ndeah
15185,118,14-Dec-06,7,13108,1,Establecimientos Rurales,2006.0,Indeterminado,Ndeah
15186,118,21-Jul-06,8,13108,2,"Suelos, Topografia y Planos Civiles",2006.0,Indeterminado,Ndeah
15187,118,11-Jul-08,4,13108,3,Construcciones Civiles,2006.0,Indeterminado,Ndeah
15188,118,17-Jul-06,9,13108,4,Establecimientos Industriales,2006.0,Indeterminado,Ndeah
15189,118,25-Jul-08,8,13108,5,Principios y Materiales Constructivos Industriales,2006.0,Indeterminado,Ndeah
15190,118,09-Dec-08,7,13108,6,Matemática Financiera y Estadística Aplicada,2006.0,Indeterminado,Ndeah
15191,118,23-Apr-07,6,13108,7,Economía General y de la Empresa,2006.0,Indeterminado,Ndeah
15193,118,02-Sep-09,9,13108,8,Comercialización,2006.0,Indeterminado,Ndeah
15194,118,25-Feb-09,9,13108,9,Administración de Empresas,2006.0,Indeterminado,Ndeah
15195,118,24-Aug-09,6,13108,10,Tas.y Venta Bienes Mueb.Inm.Semovientes.Bienes Tecnol. y Esp.,2006.0,Indeterminado,Ndeah
15197,118,19-Feb-10,8,13108,11,"Técnicas de Subasta, Remate y Corretaje",2006.0,Indeterminado,Ndeah
15198,118,17-Jul-06,9,13108,12,Concepto de Derecho y Derecho Constitucional,2006.0,Indeterminado,Ndeah
15199,118,18-Dec-06,4,13108,13,Derecho Civil,2006.0,Indeterminado,Ndeah
15200,118,14-Dec-09,5,13108,14,Derecho Comercial,2006.0,Indeterminado,Ndeah
15201,118,15-Feb-10,4,13108,15,Derecho Internacional Público y Privado,2006.0,Indeterminado,Ndeah
15202,118,05-Mar-10,8,13108,16,Derecho Procesal y Práctica Registral,2006.0,Indeterminado,Ndeah
15203,118,10-Dec-09,6,13108,17,"Impuestos, Tasas y Gravámenes(Seminario)",2006.0,Indeterminado,Ndeah
15204,118,02-Mar-10,9,13108,18,Ética y Ejercicio Profesional(Seminario),2006.0,Indeterminado,Ndeah
15205,118,26-Feb-09,5,13108,19,Informática Aplicada(Taller),2006.0,Indeterminado,Ndeah
15206,118,22-Jul-08,8,13108,20,Inglés Técnico(Taller),2006.0,Indeterminado,Ndeah
15207,118,14-May-10,9,13108,21,Práctica Profesional(Taller),2006.0,Indeterminado,Ndeah
15208,118,14-Dec-06,9,13109,1,Establecimientos Rurales,2006.0,Indeterminado,Ndeah
15209,118,21-Jul-06,8,13109,2,"Suelos, Topografia y Planos Civiles",2006.0,Indeterminado,Ndeah
15210,118,15-Dec-06,7,13109,3,Construcciones Civiles,2006.0,Indeterminado,Ndeah
15211,118,17-Jul-06,9,13109,4,Establecimientos Industriales,2006.0,Indeterminado,Ndeah
15212,118,22-Dec-06,8,13109,5,Principios y Materiales Constructivos Industriales,2006.0,Indeterminado,Ndeah
15214,118,25-Sep-07,7,13109,6,Matemática Financiera y Estadística Aplicada,2006.0,Indeterminado,Ndeah
15218,118,09-Mar-11,5,13109,7,Economía General y de la Empresa,2006.0,Indeterminado,Ndeah
15219,118,20-Dec-07,6,13109,8,Comercialización,2006.0,Indeterminado,Ndeah
15220,118,11-Jul-07,9,13109,9,Administración de Empresas,2006.0,Indeterminado,Ndeah
15221,118,13-Jul-07,7,13109,10,Tas.y Venta Bienes Mueb.Inm.Semovientes.Bienes Tecnol. y Esp.,2006.0,Indeterminado,Ndeah
15222,118,18-Dec-07,9,13109,11,"Técnicas de Subasta, Remate y Corretaje",2006.0,Indeterminado,Ndeah
15223,118,17-Jul-06,9,13109,12,Concepto de Derecho y Derecho Constitucional,2006.0,Indeterminado,Ndeah
15225,118,22-Dec-08,4,13109,13,Derecho Civil,2006.0,Indeterminado,Ndeah
15226,118,12-Dec-11,7,13109,14,Derecho Comercial,2006.0,Indeterminado,Ndeah
15227,118,18-Feb-08,8,13109,15,Derecho Internacional Público y Privado,2006.0,Indeterminado,Ndeah
15228,118,20-Dec-11,7,13109,16,Derecho Procesal y Práctica Registral,2006.0,Indeterminado,Ndeah
15229,118,13-Dec-07,7,13109,17,"Impuestos, Tasas y Gravámenes(Seminario)",2006.0,Indeterminado,Ndeah
15230,118,19-Feb-08,9,13109,18,Ética y Ejercicio Profesional(Seminario),2006.0,Indeterminado,Ndeah
15232,118,01-Mar-12,6,13109,19,Informática Aplicada(Taller),2006.0,Indeterminado,Ndeah
15233,118,12-Dec-07,5,13109,20,Inglés Técnico(Taller),2006.0,Indeterminado,Ndeah
15234,118,05-Mar-12,10,13109,21,Práctica Profesional(Taller),2006.0,Indeterminado,Ndeah
15235,118,14-Dec-06,7,13111,1,Establecimientos Rurales,2006.0,Indeterminado,Ndeah
15236,118,21-Jul-06,7,13111,2,"Suelos, Topografia y Planos Civiles",2006.0,Indeterminado,Ndeah
15237,118,15-Dec-06,7,13111,3,Construcciones Civiles,2006.0,Indeterminado,Ndeah
15238,118,17-Jul-06,7,13111,4,Establecimientos Industriales,2006.0,Indeterminado,Ndeah
15239,118,22-Dec-06,9,13111,5,Principios y Materiales Constructivos Industriales,2006.0,Indeterminado,Ndeah
15240,118,19-Dec-06,5,13111,6,Matemática Financiera y Estadística Aplicada,2006.0,Indeterminado,Ndeah
15241,118,12-Feb-07,6,13111,7,Economía General y de la Empresa,2006.0,Indeterminado,Ndeah
15242,118,20-Dec-07,6,13111,8,Comercialización,2006.0,Indeterminado,Ndeah
15243,118,17-Jul-07,8,13111,9,Administración de Empresas,2006.0,Indeterminado,Ndeah
15244,118,13-Jul-07,7,13111,10,Tas.y Venta Bienes Mueb.Inm.Semovientes.Bienes Tecnol. y Esp.,2006.0,Indeterminado,Ndeah
15245,118,14-Dec-07,10,13111,11,"Técnicas de Subasta, Remate y Corretaje",2006.0,Indeterminado,Ndeah
15246,118,17-Jul-06,8,13111,12,Concepto de Derecho y Derecho Constitucional,2006.0,Indeterminado,Ndeah
15247,118,18-Dec-06,8,13111,13,Derecho Civil,2006.0,Indeterminado,Ndeah
15248,118,16-Jul-07,6,13111,14,Derecho Comercial,2006.0,Indeterminado,Ndeah
15249,118,17-Dec-07,7,13111,15,Derecho Internacional Público y Privado,2006.0,Indeterminado,Ndeah
15250,118,17-Dec-07,10,13111,16,Derecho Procesal y Práctica Registral,2006.0,Indeterminado,Ndeah
15251,118,13-Dec-07,6,13111,17,"Impuestos, Tasas y Gravámenes(Seminario)",2006.0,Indeterminado,Ndeah
15252,118,21-Dec-07,9,13111,18,Ética y Ejercicio Profesional(Seminario),2006.0,Indeterminado,Ndeah
15253,118,13-Dec-07,8,13111,19,Informática Aplicada(Taller),2006.0,Indeterminado,Ndeah
15254,118,12-Dec-07,7,13111,20,Inglés Técnico(Taller),2006.0,Indeterminado,Ndeah
15255,118,11-Feb-08,10,13111,21,Práctica Profesional(Taller),2006.0,Indeterminado,Ndeah
15256,118,14-Dec-06,8,13112,1,Establecimientos Rurales,2006.0,Indeterminado,Ndeah
15257,118,21-Jul-06,4,13112,2,"Suelos, Topografia y Planos Civiles",2006.0,Indeterminado,Ndeah
15258,118,15-Dec-06,5,13112,3,Construcciones Civiles,2006.0,Indeterminado,Ndeah
15259,118,17-Jul-06,7,13112,4,Establecimientos Industriales,2006.0,Indeterminado,Ndeah
15260,118,22-Dec-06,7,13112,5,Principios y Materiales Constructivos Industriales,2006.0,Indeterminado,Ndeah
15261,118,06-Aug-07,2,13112,7,Economía General y de la Empresa,2006.0,Indeterminado,Ndeah
15262,118,11-Jul-07,8,13112,9,Administración de Empresas,2006.0,Indeterminado,Ndeah
15263,118,17-Jul-06,7,13112,12,Concepto de Derecho y Derecho Constitucional,2006.0,Indeterminado,Ndeah
15264,118,18-Dec-06,6,13112,13,Derecho Civil,2006.0,Indeterminado,Ndeah
15265,118,16-Jul-07,4,13112,14,Derecho Comercial,2006.0,Indeterminado,Ndeah
15266,118,17-Dec-07,7,13112,15,Derecho Internacional Público y Privado,2006.0,Indeterminado,Ndeah
15267,118,13-Dec-07,7,13112,19,Informática Aplicada(Taller),2006.0,Indeterminado,Ndeah
15268,118,12-Dec-07,8,13112,20,Inglés Técnico(Taller),2006.0,Indeterminado,Ndeah
15269,118,14-Dec-06,8,13113,1,Establecimientos Rurales,2006.0,Indeterminado,Ndeah
15270,118,21-Jul-06,4,13113,2,"Suelos, Topografia y Planos Civiles",2006.0,Indeterminado,Ndeah
15271,118,15-Dec-06,4,13113,3,Construcciones Civiles,2006.0,Indeterminado,Ndeah
15272,118,18-Sep-06,7,13113,4,Establecimientos Industriales,2006.0,Indeterminado,Ndeah
15273,118,22-Dec-06,7,13113,5,Principios y Materiales Constructivos Industriales,2006.0,Indeterminado,Ndeah
15275,118,17-Jul-06,7,13113,12,Concepto de Derecho y Derecho Constitucional,2006.0,Indeterminado,Ndeah
15277,118,12-Jul-07,8,13117,1,Establecimientos Rurales,2006.0,Indeterminado,Ndeah
15278,118,21-Jul-06,6,13117,2,"Suelos, Topografia y Planos Civiles",2006.0,Indeterminado,Ndeah
15279,118,17-Jul-06,8,13117,4,Establecimientos Industriales,2006.0,Indeterminado,Ndeah
15280,118,17-Jul-06,7,13117,12,Concepto de Derecho y Derecho Constitucional,2006.0,Indeterminado,Ndeah
15281,118,21-Dec-06,8,13118,1,Establecimientos Rurales,2006.0,Indeterminado,Ndeah
15282,118,21-Jul-06,6,13118,2,"Suelos, Topografia y Planos Civiles",2006.0,Indeterminado,Ndeah
15283,118,15-Dec-06,4,13118,3,Construcciones Civiles,2006.0,Indeterminado,Ndeah
15284,118,17-Jul-06,8,13118,4,Establecimientos Industriales,2006.0,Indeterminado,Ndeah
15285,118,22-Dec-06,8,13118,5,Principios y Materiales Constructivos Industriales,2006.0,Indeterminado,Ndeah
15287,118,22-Jul-08,5,13118,6,Matemática Financiera y Estadística Aplicada,2006.0,Indeterminado,Ndeah
15289,118,23-Apr-07,7,13118,7,Economía General y de la Empresa,2006.0,Indeterminado,Ndeah
15291,118,06-Mar-08,5,13118,8,Comercialización,2006.0,Indeterminado,Ndeah
15292,118,11-Jul-07,9,13118,9,Administración de Empresas,2006.0,Indeterminado,Ndeah
15293,118,13-Jul-07,7,13118,10,Tas.y Venta Bienes Mueb.Inm.Semovientes.Bienes Tecnol. y Esp.,2006.0,Indeterminado,Ndeah
15294,118,15-Dec-08,8,13118,11,"Técnicas de Subasta, Remate y Corretaje",2006.0,Indeterminado,Ndeah
15295,118,17-Jul-06,9,13118,12,Concepto de Derecho y Derecho Constitucional,2006.0,Indeterminado,Ndeah
15298,118,21-Apr-08,7,13118,13,Derecho Civil,2006.0,Indeterminado,Ndeah
15299,118,16-Jul-07,5,13118,14,Derecho Comercial,2006.0,Indeterminado,Ndeah
15300,118,17-Dec-07,7,13118,15,Derecho Internacional Público y Privado,2006.0,Indeterminado,Ndeah
15301,118,22-Dec-08,5,13118,16,Derecho Procesal y Práctica Registral,2006.0,Indeterminado,Ndeah
15302,118,11-Dec-08,6,13118,17,"Impuestos, Tasas y Gravámenes(Seminario)",2006.0,Indeterminado,Ndeah
15303,118,16-Dec-08,8,13118,18,Ética y Ejercicio Profesional(Seminario),2006.0,Indeterminado,Ndeah
15304,118,13-Dec-07,7,13118,19,Informática Aplicada(Taller),2006.0,Indeterminado,Ndeah
15305,118,19-Dec-07,8,13118,20,Inglés Técnico(Taller),2006.0,Indeterminado,Ndeah
15306,118,23-Feb-09,9,13118,21,Práctica Profesional(Taller),2006.0,Indeterminado,Ndeah
15307,118,14-Dec-06,8,13120,1,Establecimientos Rurales,2006.0,Indeterminado,Ndeah
15308,118,21-Jul-06,7,13120,2,"Suelos, Topografia y Planos Civiles",2006.0,Indeterminado,Ndeah
15309,118,15-Dec-06,7,13120,3,Construcciones Civiles,2006.0,Indeterminado,Ndeah
15310,118,17-Jul-06,8,13120,4,Establecimientos Industriales,2006.0,Indeterminado,Ndeah
15311,118,22-Dec-06,8,13120,5,Principios y Materiales Constructivos Industriales,2006.0,Indeterminado,Ndeah
15312,118,27-Feb-07,2,13120,6,Matemática Financiera y Estadística Aplicada,2006.0,Indeterminado,Ndeah
15313,118,24-Apr-07,2,13120,6,Matemática Financiera y Estadística Aplicada,2006.0,Indeterminado,Ndeah
15314,118,12-Feb-08,4,13120,6,Matemática Financiera y Estadística Aplicada,2006.0,Indeterminado,Ndeah
15315,118,18-Dec-06,4,13120,7,Economía General y de la Empresa,2006.0,Indeterminado,Ndeah
15316,118,20-Dec-07,4,13120,8,Comercialización,2006.0,Indeterminado,Ndeah
15317,118,07-Aug-07,8,13120,9,Administración de Empresas,2006.0,Indeterminado,Ndeah
15318,118,13-Jul-07,6,13120,10,Tas.y Venta Bienes Mueb.Inm.Semovientes.Bienes Tecnol. y Esp.,2006.0,Indeterminado,Ndeah
15319,118,18-Dec-07,7,13120,11,"Técnicas de Subasta, Remate y Corretaje",2006.0,Indeterminado,Ndeah
15320,118,17-Jul-06,8,13120,12,Concepto de Derecho y Derecho Constitucional,2006.0,Indeterminado,Ndeah
15321,118,11-Dec-06,4,13120,13,Derecho Civil,2006.0,Indeterminado,Ndeah
15322,118,16-Jul-07,2,13120,14,Derecho Comercial,2006.0,Indeterminado,Ndeah
15323,118,06-Aug-07,4,13120,14,Derecho Comercial,2006.0,Indeterminado,Ndeah
15324,118,17-Dec-07,7,13120,15,Derecho Internacional Público y Privado,2006.0,Indeterminado,Ndeah
15325,118,11-Feb-08,7,13120,16,Derecho Procesal y Práctica Registral,2006.0,Indeterminado,Ndeah
15326,118,14-Feb-08,7,13120,17,"Impuestos, Tasas y Gravámenes(Seminario)",2006.0,Indeterminado,Ndeah
15327,118,12-Feb-08,8,13120,18,Ética y Ejercicio Profesional(Seminario),2006.0,Indeterminado,Ndeah
15328,118,13-Dec-07,7,13120,19,Informática Aplicada(Taller),2006.0,Indeterminado,Ndeah
