,esp,fecha,nota,legajo,materia,nombre_de_,ingr,Carrera,Recibido
17376,118,11-Dec-09,6,13342,11,"Técnicas de Subasta, Remate y Corretaje",2007.0,Indeterminado,Ndeah
17377,118,24-Sep-07,6,13342,12,Concepto de Derecho y Derecho Constitucional,2007.0,Indeterminado,Ndeah
17378,118,31-Aug-09,4,13342,13,Derecho Civil,2007.0,Indeterminado,Ndeah
17379,118,14-Dec-09,2,13342,14,Derecho Comercial,2007.0,Indeterminado,Ndeah
17380,118,01-Mar-10,4,13342,14,Derecho Comercial,2007.0,Indeterminado,Ndeah
17381,118,15-Dec-08,6,13342,15,Derecho Internacional Público y Privado,2007.0,Indeterminado,Ndeah
17382,118,05-Mar-10,2,13342,16,Derecho Procesal y Práctica Registral,2007.0,Indeterminado,Ndeah
17383,118,07-Jul-10,4,13342,16,Derecho Procesal y Práctica Registral,2007.0,Indeterminado,Ndeah
17384,118,03-Sep-09,9,13342,17,"Impuestos, Tasas y Gravámenes(Seminario)",2007.0,Indeterminado,Ndeah
17385,118,09-Dec-08,4,13342,20,Inglés Técnico(Taller),2007.0,Indeterminado,Ndeah
17386,118,27-Apr-07,4,13344,12,Concepto de Derecho y Derecho Constitucional,2007.0,Indeterminado,Ndeah
17474,24,10-Jul-08,7,13351,110,Ingeniería y Sociedad,2007.0,Indeterminado,Ndeah
17475,24,19-Dec-07,8,13351,115,Sistemas de Representación,2007.0,Indeterminado,Ndeah
17570,118,20-Dec-07,8,13356,1,Establecimientos Rurales,2007.0,Indeterminado,Ndeah
17571,118,28-Sep-07,6,13356,2,"Suelos, Topografia y Planos Civiles",2007.0,Indeterminado,Ndeah
17572,118,28-Sep-07,7,13356,3,Construcciones Civiles,2007.0,Indeterminado,Ndeah
17573,118,24-Sep-07,7,13356,4,Establecimientos Industriales,2007.0,Indeterminado,Ndeah
17575,118,25-Jul-08,8,13356,5,Principios y Materiales Constructivos Industriales,2007.0,Indeterminado,Ndeah
17577,118,08-Jul-08,4,13356,6,Matemática Financiera y Estadística Aplicada,2007.0,Indeterminado,Ndeah
17578,118,21-Jul-08,4,13356,7,Economía General y de la Empresa,2007.0,Indeterminado,Ndeah
17579,118,10-Dec-08,6,13356,8,Comercialización,2007.0,Indeterminado,Ndeah
17580,118,17-Dec-08,7,13356,9,Administración de Empresas,2007.0,Indeterminado,Ndeah
17581,118,15-Dec-08,6,13356,10,Tas.y Venta Bienes Mueb.Inm.Semovientes.Bienes Tecnol. y Esp.,2007.0,Indeterminado,Ndeah
17582,118,22-Dec-08,7,13356,11,"Técnicas de Subasta, Remate y Corretaje",2007.0,Indeterminado,Ndeah
17583,118,24-Sep-07,6,13356,12,Concepto de Derecho y Derecho Constitucional,2007.0,Indeterminado,Ndeah
17585,118,03-Mar-08,8,13356,13,Derecho Civil,2007.0,Indeterminado,Ndeah
17586,118,15-Dec-08,2,13356,14,Derecho Comercial,2007.0,Indeterminado,Ndeah
17589,118,05-Jul-10,6,13356,14,Derecho Comercial,2007.0,Indeterminado,Ndeah
17590,118,21-Jul-08,6,13356,15,Derecho Internacional Público y Privado,2007.0,Indeterminado,Ndeah
17591,118,07-Jul-10,6,13356,16,Derecho Procesal y Práctica Registral,2007.0,Indeterminado,Ndeah
17592,118,11-Dec-08,8,13356,17,"Impuestos, Tasas y Gravámenes(Seminario)",2007.0,Indeterminado,Ndeah
17593,118,03-Mar-09,7,13356,18,Ética y Ejercicio Profesional(Seminario),2007.0,Indeterminado,Ndeah
17594,118,11-Dec-08,6,13356,19,Informática Aplicada(Taller),2007.0,Indeterminado,Ndeah
17595,118,09-Dec-08,2,13356,20,Inglés Técnico(Taller),2007.0,Indeterminado,Ndeah
17597,118,25-Aug-09,2,13356,20,Inglés Técnico(Taller),2007.0,Indeterminado,Ndeah
17599,118,07-Dec-10,4,13356,20,Inglés Técnico(Taller),2007.0,Indeterminado,Ndeah
17600,118,04-Mar-11,8,13356,21,Práctica Profesional(Taller),2007.0,Indeterminado,Ndeah
17601,118,13-Dec-07,8,13357,1,Establecimientos Rurales,2007.0,Indeterminado,Ndeah
17602,118,28-Sep-07,7,13357,2,"Suelos, Topografia y Planos Civiles",2007.0,Indeterminado,Ndeah
17603,118,28-Sep-07,8,13357,3,Construcciones Civiles,2007.0,Indeterminado,Ndeah
17604,118,24-Sep-07,7,13357,4,Establecimientos Industriales,2007.0,Indeterminado,Ndeah
17605,118,14-Dec-07,8,13357,5,Principios y Materiales Constructivos Industriales,2007.0,Indeterminado,Ndeah
17606,118,25-Sep-07,4,13357,6,Matemática Financiera y Estadística Aplicada,2007.0,Indeterminado,Ndeah
17607,118,24-Sep-07,4,13357,7,Economía General y de la Empresa,2007.0,Indeterminado,Ndeah
17608,118,09-Dec-09,4,13357,8,Comercialización,2007.0,Indeterminado,Ndeah
17609,118,10-Jul-08,4,13357,9,Administración de Empresas,2007.0,Indeterminado,Ndeah
17610,118,07-Jul-08,9,13357,10,Tas.y Venta Bienes Mueb.Inm.Semovientes.Bienes Tecnol. y Esp.,2007.0,Indeterminado,Ndeah
17611,118,31-Aug-09,7,13357,11,"Técnicas de Subasta, Remate y Corretaje",2007.0,Indeterminado,Ndeah
17612,118,27-Apr-07,4,13357,12,Concepto de Derecho y Derecho Constitucional,2007.0,Indeterminado,Ndeah
17613,118,24-Sep-07,4,13357,13,Derecho Civil,2007.0,Indeterminado,Ndeah
17614,118,07-Jul-08,4,13357,14,Derecho Comercial,2007.0,Indeterminado,Ndeah
17615,118,07-Jul-08,6,13357,15,Derecho Internacional Público y Privado,2007.0,Indeterminado,Ndeah
17616,118,07-Dec-09,4,13357,16,Derecho Procesal y Práctica Registral,2007.0,Indeterminado,Ndeah
17617,118,13-Dec-07,4,13357,17,"Impuestos, Tasas y Gravámenes(Seminario)",2007.0,Indeterminado,Ndeah
17618,118,10-Dec-09,9,13357,18,Ética y Ejercicio Profesional(Seminario),2007.0,Indeterminado,Ndeah
17620,118,18-Feb-10,9,13357,19,Informática Aplicada(Taller),2007.0,Indeterminado,Ndeah
17622,118,02-Mar-10,6,13357,20,Inglés Técnico(Taller),2007.0,Indeterminado,Ndeah
17623,118,08-Jul-10,8,13357,21,Práctica Profesional(Taller),2007.0,Indeterminado,Ndeah
17682,118,13-Dec-07,9,13361,1,Establecimientos Rurales,2007.0,Indeterminado,Ndeah
17683,118,10-Jul-07,8,13361,2,"Suelos, Topografia y Planos Civiles",2007.0,Indeterminado,Ndeah
17684,118,28-Sep-07,9,13361,3,Construcciones Civiles,2007.0,Indeterminado,Ndeah
17685,118,24-Sep-07,7,13361,4,Establecimientos Industriales,2007.0,Indeterminado,Ndeah
17686,118,14-Dec-07,8,13361,5,Principios y Materiales Constructivos Industriales,2007.0,Indeterminado,Ndeah
17687,118,18-Dec-07,7,13361,6,Matemática Financiera y Estadística Aplicada,2007.0,Indeterminado,Ndeah
17688,118,17-Dec-07,2,13361,7,Economía General y de la Empresa,2007.0,Indeterminado,Ndeah
17689,118,15-Dec-08,2,13361,7,Economía General y de la Empresa,2007.0,Indeterminado,Ndeah
17690,118,22-Dec-08,4,13361,7,Economía General y de la Empresa,2007.0,Indeterminado,Ndeah
17691,118,10-Dec-08,9,13361,8,Comercialización,2007.0,Indeterminado,Ndeah
17692,118,10-Jul-08,9,13361,9,Administración de Empresas,2007.0,Indeterminado,Ndeah
17693,118,15-Dec-08,5,13361,10,Tas.y Venta Bienes Mueb.Inm.Semovientes.Bienes Tecnol. y Esp.,2007.0,Indeterminado,Ndeah
17694,118,22-Dec-08,9,13361,11,"Técnicas de Subasta, Remate y Corretaje",2007.0,Indeterminado,Ndeah
17695,118,10-Jul-07,8,13361,12,Concepto de Derecho y Derecho Constitucional,2007.0,Indeterminado,Ndeah
17696,118,10-Dec-07,4,13361,13,Derecho Civil,2007.0,Indeterminado,Ndeah
17697,118,15-Dec-08,5,13361,14,Derecho Comercial,2007.0,Indeterminado,Ndeah
17698,118,15-Dec-08,7,13361,15,Derecho Internacional Público y Privado,2007.0,Indeterminado,Ndeah
17699,118,23-Feb-09,5,13361,16,Derecho Procesal y Práctica Registral,2007.0,Indeterminado,Ndeah
17700,118,11-Dec-08,8,13361,17,"Impuestos, Tasas y Gravámenes(Seminario)",2007.0,Indeterminado,Ndeah
17701,118,24-Feb-09,9,13361,18,Ética y Ejercicio Profesional(Seminario),2007.0,Indeterminado,Ndeah
17702,118,11-Dec-08,7,13361,19,Informática Aplicada(Taller),2007.0,Indeterminado,Ndeah
17703,118,09-Dec-08,7,13361,20,Inglés Técnico(Taller),2007.0,Indeterminado,Ndeah
17704,118,28-Aug-09,10,13361,21,Práctica Profesional(Taller),2007.0,Indeterminado,Ndeah
17730,118,13-Dec-07,9,13366,1,Establecimientos Rurales,2007.0,Indeterminado,Ndeah
17731,118,28-Sep-07,8,13366,2,"Suelos, Topografia y Planos Civiles",2007.0,Indeterminado,Ndeah
17732,118,28-Sep-07,9,13366,3,Construcciones Civiles,2007.0,Indeterminado,Ndeah
17733,118,24-Sep-07,7,13366,4,Establecimientos Industriales,2007.0,Indeterminado,Ndeah
17734,118,14-Dec-07,7,13366,5,Principios y Materiales Constructivos Industriales,2007.0,Indeterminado,Ndeah
17735,118,18-Dec-07,7,13366,6,Matemática Financiera y Estadística Aplicada,2007.0,Indeterminado,Ndeah
17736,118,17-Dec-07,2,13366,7,Economía General y de la Empresa,2007.0,Indeterminado,Ndeah
17739,118,15-Feb-10,4,13366,7,Economía General y de la Empresa,2007.0,Indeterminado,Ndeah
17740,118,25-Feb-09,6,13366,8,Comercialización,2007.0,Indeterminado,Ndeah
17741,118,25-Feb-09,6,13366,9,Administración de Empresas,2007.0,Indeterminado,Ndeah
17742,118,22-Dec-08,4,13366,10,Tas.y Venta Bienes Mueb.Inm.Semovientes.Bienes Tecnol. y Esp.,2007.0,Indeterminado,Ndeah
17743,118,23-Feb-09,6,13366,11,"Técnicas de Subasta, Remate y Corretaje",2007.0,Indeterminado,Ndeah
17744,118,24-Sep-07,6,13366,12,Concepto de Derecho y Derecho Constitucional,2007.0,Indeterminado,Ndeah
17745,118,17-Dec-07,3,13366,13,Derecho Civil,2007.0,Indeterminado,Ndeah
17746,118,22-Dec-08,3,13366,13,Derecho Civil,2007.0,Indeterminado,Ndeah
17747,118,23-Feb-09,2,13366,13,Derecho Civil,2007.0,Indeterminado,Ndeah
17748,118,24-Aug-09,4,13366,13,Derecho Civil,2007.0,Indeterminado,Ndeah
17752,118,15-Feb-10,2,13366,14,Derecho Comercial,2007.0,Indeterminado,Ndeah
17753,118,01-Mar-10,2,13366,14,Derecho Comercial,2007.0,Indeterminado,Ndeah
17754,118,05-Jul-10,5,13366,14,Derecho Comercial,2007.0,Indeterminado,Ndeah
17755,118,22-Dec-08,6,13366,15,Derecho Internacional Público y Privado,2007.0,Indeterminado,Ndeah
17756,118,07-Jul-10,5,13366,16,Derecho Procesal y Práctica Registral,2007.0,Indeterminado,Ndeah
17757,118,18-Dec-08,8,13366,17,"Impuestos, Tasas y Gravámenes(Seminario)",2007.0,Indeterminado,Ndeah
17758,118,03-Mar-09,8,13366,18,Ética y Ejercicio Profesional(Seminario),2007.0,Indeterminado,Ndeah
17759,118,18-Dec-08,7,13366,19,Informática Aplicada(Taller),2007.0,Indeterminado,Ndeah
17760,118,24-Feb-09,4,13366,20,Inglés Técnico(Taller),2007.0,Indeterminado,Ndeah
17761,118,01-Oct-10,8,13366,21,Práctica Profesional(Taller),2007.0,Indeterminado,Ndeah
17763,24,03-Mar-09,7,13367,102,Análisis Matemático I,2007.0,Indeterminado,Ndeah
17764,24,05-Mar-08,7,13367,115,Sistemas de Representación,2007.0,Indeterminado,Ndeah
17818,118,13-Dec-07,9,13372,1,Establecimientos Rurales,2007.0,Indeterminado,Ndeah
17819,118,28-Sep-07,6,13372,2,"Suelos, Topografia y Planos Civiles",2007.0,Indeterminado,Ndeah
17820,118,28-Sep-07,9,13372,3,Construcciones Civiles,2007.0,Indeterminado,Ndeah
17821,118,24-Sep-07,7,13372,4,Establecimientos Industriales,2007.0,Indeterminado,Ndeah
17822,118,14-Dec-07,8,13372,5,Principios y Materiales Constructivos Industriales,2007.0,Indeterminado,Ndeah
17823,118,18-Dec-07,7,13372,6,Matemática Financiera y Estadística Aplicada,2007.0,Indeterminado,Ndeah
17826,118,15-Dec-08,2,13372,7,Economía General y de la Empresa,2007.0,Indeterminado,Ndeah
17827,118,22-Dec-08,4,13372,7,Economía General y de la Empresa,2007.0,Indeterminado,Ndeah
17828,118,10-Dec-08,8,13372,8,Comercialización,2007.0,Indeterminado,Ndeah
17829,118,10-Jul-08,9,13372,9,Administración de Empresas,2007.0,Indeterminado,Ndeah
17830,118,21-Jul-08,7,13372,10,Tas.y Venta Bienes Mueb.Inm.Semovientes.Bienes Tecnol. y Esp.,2007.0,Indeterminado,Ndeah
17831,118,15-Dec-08,8,13372,11,"Técnicas de Subasta, Remate y Corretaje",2007.0,Indeterminado,Ndeah
17832,118,06-Aug-07,6,13372,12,Concepto de Derecho y Derecho Constitucional,2007.0,Indeterminado,Ndeah
17833,118,17-Dec-07,9,13372,13,Derecho Civil,2007.0,Indeterminado,Ndeah
17834,118,07-Jul-08,8,13372,14,Derecho Comercial,2007.0,Indeterminado,Ndeah
17835,118,07-Jul-08,8,13372,15,Derecho Internacional Público y Privado,2007.0,Indeterminado,Ndeah
17836,118,23-Feb-09,10,13372,16,Derecho Procesal y Práctica Registral,2007.0,Indeterminado,Ndeah
17837,118,11-Dec-08,8,13372,17,"Impuestos, Tasas y Gravámenes(Seminario)",2007.0,Indeterminado,Ndeah
17838,118,16-Dec-08,8,13372,18,Ética y Ejercicio Profesional(Seminario),2007.0,Indeterminado,Ndeah
17839,118,11-Dec-08,9,13372,19,Informática Aplicada(Taller),2007.0,Indeterminado,Ndeah
17840,118,09-Dec-08,5,13372,20,Inglés Técnico(Taller),2007.0,Indeterminado,Ndeah
17841,118,27-Feb-09,10,13372,21,Práctica Profesional(Taller),2007.0,Indeterminado,Ndeah
17946,125,23-Jul-08,6,13382,1,Administración General I,2007.0,Indeterminado,Ndeah
17947,125,24-Jul-08,7,13382,2,Matemática General,2007.0,Indeterminado,Ndeah
17948,125,15-Feb-08,8,13382,3,Informática I,2007.0,Indeterminado,Ndeah
17949,125,25-Jul-08,8,13382,4,Problemática Social Contemporánea I,2007.0,Indeterminado,Ndeah
17950,125,07-Jul-08,8,13382,5,Economía I,2007.0,Indeterminado,Ndeah
17951,125,07-Jul-08,8,13382,6,Psicología de las Organizaciones,2007.0,Indeterminado,Ndeah
17952,125,19-Feb-08,7,13382,7,Ambiente Economía y Sociedad,2007.0,Indeterminado,Ndeah
17953,125,08-Jul-08,7,13382,8,Legislación I,2007.0,Indeterminado,Ndeah
17954,125,24-Jul-08,7,13382,9,Estado y Sociedad,2007.0,Indeterminado,Ndeah
17955,125,11-Jul-08,9,13382,10,Seminarios I y II,2007.0,Indeterminado,Ndeah
17956,125,28-Aug-09,9,13382,11,Administración General II,2007.0,Indeterminado,Ndeah
17957,125,26-Aug-09,9,13382,12,Informática II,2007.0,Indeterminado,Ndeah
17958,125,27-Aug-09,8,13382,13,Comportamiento Organizacional,2007.0,Indeterminado,Ndeah
17959,125,27-Aug-09,2,13382,14,Estadística,2007.0,Indeterminado,Ndeah
17961,125,10-Dec-09,8,13382,14,Estadística,2007.0,Indeterminado,Ndeah
17962,125,15-Dec-08,8,13382,15,Economía II,2007.0,Indeterminado,Ndeah
17963,125,19-Dec-08,7,13382,16,Legislación II - Derecho Público,2007.0,Indeterminado,Ndeah
17964,125,25-Aug-09,7,13382,17,Administración Estatal,2007.0,Indeterminado,Ndeah
17965,125,25-Aug-09,9,13382,18,Gestión de Recursos Humanos,2007.0,Indeterminado,Ndeah
17966,125,28-Aug-09,10,13382,19,Finanzas y Técnicas Contables,2007.0,Indeterminado,Ndeah
17967,125,28-Aug-09,9,13382,20,Seminario III y IV de especialización,2007.0,Indeterminado,Ndeah
17968,125,23-Jul-08,7,13383,1,Administración General I,2007.0,Indeterminado,Ndeah
17969,125,24-Jul-08,9,13383,2,Matemática General,2007.0,Indeterminado,Ndeah
17970,125,15-Feb-08,8,13383,3,Informática I,2007.0,Indeterminado,Ndeah
17971,125,25-Jul-08,8,13383,4,Problemática Social Contemporánea I,2007.0,Indeterminado,Ndeah
17972,125,07-Jul-08,8,13383,5,Economía I,2007.0,Indeterminado,Ndeah
17973,125,07-Jul-08,9,13383,6,Psicología de las Organizaciones,2007.0,Indeterminado,Ndeah
17974,125,19-Feb-08,8,13383,7,Ambiente Economía y Sociedad,2007.0,Indeterminado,Ndeah
17975,125,08-Jul-08,9,13383,8,Legislación I,2007.0,Indeterminado,Ndeah
17976,125,24-Jul-08,8,13383,9,Estado y Sociedad,2007.0,Indeterminado,Ndeah
17977,125,11-Jul-08,8,13383,10,Seminarios I y II,2007.0,Indeterminado,Ndeah
17978,125,28-Aug-09,10,13383,11,Administración General II,2007.0,Indeterminado,Ndeah
17979,125,26-Aug-09,8,13383,12,Informática II,2007.0,Indeterminado,Ndeah
17980,125,27-Aug-09,8,13383,13,Comportamiento Organizacional,2007.0,Indeterminado,Ndeah
17981,125,16-Dec-08,8,13383,14,Estadística,2007.0,Indeterminado,Ndeah
17982,125,15-Dec-08,8,13383,15,Economía II,2007.0,Indeterminado,Ndeah
17983,125,25-Aug-09,8,13383,17,Administración Estatal,2007.0,Indeterminado,Ndeah
17984,125,25-Aug-09,9,13383,18,Gestión de Recursos Humanos,2007.0,Indeterminado,Ndeah
17985,125,28-Aug-09,9,13383,19,Finanzas y Técnicas Contables,2007.0,Indeterminado,Ndeah
17986,125,28-Aug-09,10,13383,20,Seminario III y IV de especialización,2007.0,Indeterminado,Ndeah
17987,125,23-Jul-08,6,13384,1,Administración General I,2007.0,Indeterminado,Ndeah
17988,125,24-Jul-08,8,13384,2,Matemática General,2007.0,Indeterminado,Ndeah
17989,125,15-Feb-08,9,13384,3,Informática I,2007.0,Indeterminado,Ndeah
17990,125,25-Jul-08,7,13384,4,Problemática Social Contemporánea I,2007.0,Indeterminado,Ndeah
17991,125,15-Dec-08,7,13384,5,Economía I,2007.0,Indeterminado,Ndeah
17992,125,07-Jul-08,7,13384,6,Psicología de las Organizaciones,2007.0,Indeterminado,Ndeah
17993,125,19-Feb-08,7,13384,7,Ambiente Economía y Sociedad,2007.0,Indeterminado,Ndeah
17994,125,22-Jul-08,7,13384,8,Legislación I,2007.0,Indeterminado,Ndeah
17995,125,26-Feb-09,6,13384,9,Estado y Sociedad,2007.0,Indeterminado,Ndeah
17996,125,11-Jul-08,8,13384,10,Seminarios I y II,2007.0,Indeterminado,Ndeah
17997,125,28-Aug-09,9,13384,11,Administración General II,2007.0,Indeterminado,Ndeah
17998,125,26-Aug-09,8,13384,12,Informática II,2007.0,Indeterminado,Ndeah
17999,125,13-May-10,7,13384,13,Comportamiento Organizacional,2007.0,Indeterminado,Ndeah
18000,125,16-Dec-08,7,13384,14,Estadística,2007.0,Indeterminado,Ndeah
18001,125,10-May-10,8,13384,15,Economía II,2007.0,Indeterminado,Ndeah
18002,125,16-Feb-10,7,13384,16,Legislación II - Derecho Público,2007.0,Indeterminado,Ndeah
18003,125,25-Aug-09,7,13384,17,Administración Estatal,2007.0,Indeterminado,Ndeah
18004,125,25-Aug-09,7,13384,18,Gestión de Recursos Humanos,2007.0,Indeterminado,Ndeah
18005,125,28-Aug-09,9,13384,19,Finanzas y Técnicas Contables,2007.0,Indeterminado,Ndeah
18006,125,28-Aug-09,10,13384,20,Seminario III y IV de especialización,2007.0,Indeterminado,Ndeah
18007,125,23-Jul-08,7,13385,1,Administración General I,2007.0,Indeterminado,Ndeah
18010,125,15-Feb-08,8,13385,3,Informática I,2007.0,Indeterminado,Ndeah
18011,125,25-Jul-08,8,13385,4,Problemática Social Contemporánea I,2007.0,Indeterminado,Ndeah
18012,125,15-Dec-08,9,13385,5,Economía I,2007.0,Indeterminado,Ndeah
18014,125,23-Feb-09,3,13385,6,Psicología de las Organizaciones,2007.0,Indeterminado,Ndeah
18016,125,10-Dec-09,7,13385,6,Psicología de las Organizaciones,2007.0,Indeterminado,Ndeah
18017,125,19-Feb-08,7,13385,7,Ambiente Economía y Sociedad,2007.0,Indeterminado,Ndeah
18019,125,22-Jul-08,8,13385,8,Legislación I,2007.0,Indeterminado,Ndeah
18021,125,26-Feb-09,8,13385,9,Estado y Sociedad,2007.0,Indeterminado,Ndeah
18022,125,25-Jul-08,8,13385,10,Seminarios I y II,2007.0,Indeterminado,Ndeah
18023,125,14-May-10,8,13385,11,Administración General II,2007.0,Indeterminado,Ndeah
18024,125,26-Aug-09,7,13385,12,Informática II,2007.0,Indeterminado,Ndeah
18025,125,27-Aug-09,8,13385,13,Comportamiento Organizacional,2007.0,Indeterminado,Ndeah
18026,125,19-Dec-08,7,13385,16,Legislación II - Derecho Público,2007.0,Indeterminado,Ndeah
18028,125,17-Dec-09,8,13385,17,Administración Estatal,2007.0,Indeterminado,Ndeah
18029,125,15-Dec-09,8,13385,18,Gestión de Recursos Humanos,2007.0,Indeterminado,Ndeah
18030,125,15-Feb-08,8,13386,3,Informática I,2007.0,Indeterminado,Ndeah
18031,125,23-Jul-08,7,13388,1,Administración General I,2007.0,Indeterminado,Ndeah
18033,125,25-Apr-08,9,13388,3,Informática I,2007.0,Indeterminado,Ndeah
18035,125,22-Jul-08,7,13388,8,Legislación I,2007.0,Indeterminado,Ndeah
18036,125,25-Jul-08,9,13388,10,Seminarios I y II,2007.0,Indeterminado,Ndeah
18037,125,23-Jul-08,7,13391,1,Administración General I,2007.0,Indeterminado,Ndeah
18038,125,24-Jul-08,8,13391,2,Matemática General,2007.0,Indeterminado,Ndeah
18039,125,15-Feb-08,8,13391,3,Informática I,2007.0,Indeterminado,Ndeah
18040,125,25-Jul-08,9,13391,4,Problemática Social Contemporánea I,2007.0,Indeterminado,Ndeah
18041,125,07-Jul-08,8,13391,5,Economía I,2007.0,Indeterminado,Ndeah
18042,125,07-Jul-08,7,13391,6,Psicología de las Organizaciones,2007.0,Indeterminado,Ndeah
18043,125,19-Feb-08,7,13391,7,Ambiente Economía y Sociedad,2007.0,Indeterminado,Ndeah
18044,125,08-Jul-08,8,13391,8,Legislación I,2007.0,Indeterminado,Ndeah
18045,125,24-Jul-08,9,13391,9,Estado y Sociedad,2007.0,Indeterminado,Ndeah
18046,125,11-Jul-08,8,13391,10,Seminarios I y II,2007.0,Indeterminado,Ndeah
18047,125,28-Aug-09,8,13391,11,Administración General II,2007.0,Indeterminado,Ndeah
18048,125,26-Aug-09,10,13391,12,Informática II,2007.0,Indeterminado,Ndeah
18049,125,27-Aug-09,8,13391,13,Comportamiento Organizacional,2007.0,Indeterminado,Ndeah
18050,125,24-Feb-09,1,13391,14,Estadística,2007.0,Indeterminado,Ndeah
18051,125,27-Aug-09,2,13391,14,Estadística,2007.0,Indeterminado,Ndeah
18052,125,03-Sep-09,4,13391,14,Estadística,2007.0,Indeterminado,Ndeah
18053,125,15-Dec-08,8,13391,15,Economía II,2007.0,Indeterminado,Ndeah
18054,125,19-Dec-08,8,13391,16,Legislación II - Derecho Público,2007.0,Indeterminado,Ndeah
18055,125,25-Aug-09,7,13391,17,Administración Estatal,2007.0,Indeterminado,Ndeah
18056,125,25-Aug-09,10,13391,18,Gestión de Recursos Humanos,2007.0,Indeterminado,Ndeah
18057,125,28-Aug-09,9,13391,19,Finanzas y Técnicas Contables,2007.0,Indeterminado,Ndeah
18058,125,28-Aug-09,8,13391,20,Seminario III y IV de especialización,2007.0,Indeterminado,Ndeah
18059,125,23-Jul-08,7,13392,1,Administración General I,2007.0,Indeterminado,Ndeah
18060,125,24-Jul-08,8,13392,2,Matemática General,2007.0,Indeterminado,Ndeah
18061,125,15-Feb-08,9,13392,3,Informática I,2007.0,Indeterminado,Ndeah
18062,125,25-Jul-08,7,13392,4,Problemática Social Contemporánea I,2007.0,Indeterminado,Ndeah
18063,125,15-Dec-08,9,13392,5,Economía I,2007.0,Indeterminado,Ndeah
18064,125,07-Jul-08,7,13392,6,Psicología de las Organizaciones,2007.0,Indeterminado,Ndeah
18065,125,19-Feb-08,7,13392,7,Ambiente Economía y Sociedad,2007.0,Indeterminado,Ndeah
18066,125,22-Jul-08,2,13392,8,Legislación I,2007.0,Indeterminado,Ndeah
18068,125,10-Dec-09,8,13392,8,Legislación I,2007.0,Indeterminado,Ndeah
18069,125,18-Dec-08,7,13392,9,Estado y Sociedad,2007.0,Indeterminado,Ndeah
18070,125,11-Jul-08,8,13392,10,Seminarios I y II,2007.0,Indeterminado,Ndeah
18071,125,28-Aug-09,8,13392,11,Administración General II,2007.0,Indeterminado,Ndeah
18072,125,26-Aug-09,9,13392,12,Informática II,2007.0,Indeterminado,Ndeah
18073,125,27-Aug-09,7,13392,13,Comportamiento Organizacional,2007.0,Indeterminado,Ndeah
18074,125,03-Sep-09,6,13392,14,Estadística,2007.0,Indeterminado,Ndeah
18075,125,23-Feb-09,8,13392,15,Economía II,2007.0,Indeterminado,Ndeah
18077,125,02-Mar-10,8,13392,16,Legislación II - Derecho Público,2007.0,Indeterminado,Ndeah
18078,125,11-May-10,7,13392,17,Administración Estatal,2007.0,Indeterminado,Ndeah
18080,125,06-Jul-10,8,13392,18,Gestión de Recursos Humanos,2007.0,Indeterminado,Ndeah
18081,125,14-May-10,8,13392,19,Finanzas y Técnicas Contables,2007.0,Indeterminado,Ndeah
18082,125,28-Aug-09,8,13392,20,Seminario III y IV de especialización,2007.0,Indeterminado,Ndeah
18083,125,23-Jul-08,6,13393,1,Administración General I,2007.0,Indeterminado,Ndeah
18084,125,27-Aug-09,2,13393,2,Matemática General,2007.0,Indeterminado,Ndeah
18086,125,17-Dec-09,6,13393,2,Matemática General,2007.0,Indeterminado,Ndeah
18088,125,11-Jul-08,7,13393,3,Informática I,2007.0,Indeterminado,Ndeah
18091,125,19-Feb-10,7,13393,4,Problemática Social Contemporánea I,2007.0,Indeterminado,Ndeah
18092,125,15-Dec-08,7,13393,5,Economía I,2007.0,Indeterminado,Ndeah
18094,125,23-Feb-09,2,13393,6,Psicología de las Organizaciones,2007.0,Indeterminado,Ndeah
18096,125,17-Dec-09,4,13393,6,Psicología de las Organizaciones,2007.0,Indeterminado,Ndeah
18097,125,08-Jul-08,8,13393,7,Ambiente Economía y Sociedad,2007.0,Indeterminado,Ndeah
18098,125,08-Jul-08,7,13393,8,Legislación I,2007.0,Indeterminado,Ndeah
18100,125,26-Feb-09,2,13393,9,Estado y Sociedad,2007.0,Indeterminado,Ndeah
18103,125,14-May-10,5,13393,9,Estado y Sociedad,2007.0,Indeterminado,Ndeah
18104,125,25-Jul-08,8,13393,10,Seminarios I y II,2007.0,Indeterminado,Ndeah
18105,125,28-Aug-09,8,13393,11,Administración General II,2007.0,Indeterminado,Ndeah
18106,125,26-Aug-09,7,13393,12,Informática II,2007.0,Indeterminado,Ndeah
18107,125,27-Aug-09,8,13393,13,Comportamiento Organizacional,2007.0,Indeterminado,Ndeah
18108,125,13-May-10,7,13393,14,Estadística,2007.0,Indeterminado,Ndeah
18109,125,10-May-10,8,13393,15,Economía II,2007.0,Indeterminado,Ndeah
18110,125,19-Dec-08,7,13393,16,Legislación II - Derecho Público,2007.0,Indeterminado,Ndeah
18111,125,06-Jul-10,7,13393,17,Administración Estatal,2007.0,Indeterminado,Ndeah
18112,125,06-Jul-10,8,13393,18,Gestión de Recursos Humanos,2007.0,Indeterminado,Ndeah
18113,125,14-May-10,9,13393,19,Finanzas y Técnicas Contables,2007.0,Indeterminado,Ndeah
18114,125,28-Aug-09,9,13393,20,Seminario III y IV de especialización,2007.0,Indeterminado,Ndeah
